crid://crid_3_11	karaoke_series	sort_title_asc	カラオケ特集１	カラオケ特集１の詳細あああああああ		thumb/thumbm_41.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer41	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト１								
crid://crid_3_12	karaoke_series	sort_title_asc	カラオケ特集２	カラオケ特集２の詳細あああああああ		thumb/thumbm_42.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer42	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト２								
crid://crid_3_13	karaoke_series	sort_title_asc	カラオケ特集３	カラオケ特集３の詳細あああああああ		thumb/thumbm_43.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer43	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト３								
crid://crid_3_14	karaoke_series	sort_title_asc	カラオケ特集４	カラオケ特集４の詳細あああああああ		thumb/thumbm_44.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer44	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト４								
crid://crid_3_15	karaoke_series	sort_title_asc	カラオケ特集５	カラオケ特集５の詳細あああああああ		thumb/thumbm_45.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer45	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト５								
crid://crid_3_16	karaoke_series	sort_title_asc	カラオケ特集６	カラオケ特集６の詳細あああああああ		thumb/thumbm_46.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer46	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト６								
crid://crid_3_17	karaoke_series	sort_title_asc	カラオケ特集７	カラオケ特集７の詳細あああああああ		thumb/thumbm_47.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer47	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト７								
crid://crid_3_18	karaoke_series	sort_title_asc	カラオケ特集８	カラオケ特集８の詳細あああああああ		thumb/thumbm_48.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer48	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト８								
crid://crid_3_19	karaoke_series	sort_title_asc	カラオケ特集９	カラオケ特集９の詳細あああああああ		thumb/thumbm_49.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer49	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト９								
crid://crid_3_20	karaoke_series	sort_title_asc	カラオケ特集１０	カラオケ特集１０の詳細あああああああ		thumb/thumbm_50.jpg		http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer50	0	1	1	0	1	1		0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																		アーティスト１０								
