crid://crid_2_0	video_program	sort_title_asc	作品紹介１２３４５６７８９０	作品紹介１の詳細あああああああ	thumb/thumbl_0.jpg		thumb/thumbs_0.jpg	http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	0	copyright@aaa1	copyright■■trailer1	0	1	1	0	1	1	./image/option_01.png	0	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																										
crid://crid_2_4	video_program	sort_title_asc	作品紹介２	作品紹介２あああああああ	thumb/thumbl_6.jpg		thumb/thumbs_6.jpg	http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	18	copyright@aaa7	copyright■■trailer7	0	1	1	2	0	1		1	3	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																										
crid://crid_2_8	video_program	sort_title_asc	作品紹介３	作品紹介３あああああああ	thumb/thumbl_12.jpg		thumb/thumbs_12.jpg	http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	12	copyright@aaa13	copyright■■trailer13	0	1	0	0	0	0	./image/option_03.png	1	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																										
crid://crid_2_14	video_program	sort_title_asc	作品紹介４	作品紹介４あああああああ	thumb/thumbl_20.jpg		thumb/thumbs_20.jpg	http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	12	copyright@aaa13	copyright■■trailer13	0	1	0	0	0	0	./image/option_05.png	1	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																										
crid://crid_2_18	video_program	sort_title_asc	作品紹介５	作品紹介５あああああああ	thumb/thumbl_24.jpg		thumb/thumbs_24.jpg	http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	12	copyright@aaa13	copyright■■trailer13	0	1	0	0	0	0	./image/option_09.png	1	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																										
crid://crid_2_22	video_program	sort_title_asc	作品紹介６	作品紹介６あああああああ	thumb/thumbl_28.jpg		thumb/thumbs_28.jpg	http://tspstbvod1.plala.iptvf.jp/cgi-bin/agent/agent.cgi?ATESAKI=pgw&purchase_id=0000000002&cid=00f703ug55&crypt=no	0	12	copyright@aaa13	copyright■■trailer13	0	1	0	0	0	0	./image/option_11.png	1	1	0	1	2008-01-10-01-01-01	2012-08-31-01-01-01	2008-01-12-01-01-01	2012-08-31-01-01-01																																																										
crid://crid_0	announcement	sort_title_asc	新着情報１	新着情報１ああああああああああああああああ	thumb/thumb_anno_l_0.jpg	thumb/thumb_anno_m_0.jpg	thumb/thumb_anno_s_0.jpg		0	0	copyright@aaa1	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	1	1																																								
crid://crid_1	announcement	sort_title_asc	新着情報２	新着情報２ああああああああああああああああ	thumb/thumb_anno_l_1.jpg	thumb/thumb_anno_m_1.jpg	thumb/thumb_anno_s_1.jpg		1	0	copyright@aaa4	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	0	1																																								
crid://crid_2	announcement	sort_title_asc	新着情報３	新着情報３ああああああああああああああああ	thumb/thumb_anno_l_2.jpg	thumb/thumb_anno_m_2.jpg	thumb/thumb_anno_s_2.jpg		0	0	copyright@aaa5	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	1	1																																								
crid://crid_3	announcement	sort_title_asc	新着情報４	新着情報４ああああああああああああああああ	thumb/thumb_anno_l_3.jpg	thumb/thumb_anno_m_3.jpg	thumb/thumb_anno_s_3.jpg		1	0	copyright@aaa8	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01													0	0	1																																								
crid://crid_4	announcement	sort_title_asc	新着情報５	新着情報５ああああああああああああああああ	thumb/thumb_anno_l_4.jpg	thumb/thumb_anno_m_4.jpg	thumb/thumb_anno_s_4.jpg		0	0	copyright@aaa9	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01													0	1	1																																								
crid://crid_20	announcement	sort_title_asc	新着情報６	新着情報６ああああああああああああああああ	thumb/thumb_anno_l_0.jpg	thumb/thumb_anno_m_0.jpg	thumb/thumb_anno_s_0.jpg		0	0	copyright@aaa1	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	1	1																																								
crid://crid_21	announcement	sort_title_asc	新着情報７	新着情報７ああああああああああああああああ	thumb/thumb_anno_l_1.jpg	thumb/thumb_anno_m_1.jpg	thumb/thumb_anno_s_1.jpg		1	0	copyright@aaa4	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	0	1																																								
crid://crid_22	announcement	sort_title_asc	新着情報８	新着情報８ああああああああああああああああ	thumb/thumb_anno_l_2.jpg	thumb/thumb_anno_m_2.jpg	thumb/thumb_anno_s_2.jpg		0	0	copyright@aaa5	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	1	1																																								
crid://crid_23	announcement	sort_title_asc	新着情報９	新着情報９ああああああああああああああああ	thumb/thumb_anno_l_3.jpg	thumb/thumb_anno_m_3.jpg	thumb/thumb_anno_s_3.jpg		1	0	copyright@aaa8	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01													0	0	1																																								
crid://crid_24	announcement	sort_title_asc	新着情報１０	新着情報５ああああああああああああああああ	thumb/thumb_anno_l_4.jpg	thumb/thumb_anno_m_4.jpg	thumb/thumb_anno_s_4.jpg		0	0	copyright@aaa9	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01													0	1	1																																								
